Department;Faculty;University;Discount;City;Language;score_last;range_last;score_first;range_first;average_range;average_score
Electrical Electronics Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;450;30227;481;13990;118963;403
Computer Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;416;30980;447;13334;646485;276
Physics;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;416;31001;469;5900;0;0
Philosophy;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;401;34458;527;141;457958;307
Aerospace Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;KKTC-Guzelyurt;English;474;34586;495;18670;403086;308
Mathematics Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;443;34593;499;7321;48589;452
Architecture;Architecture Faculty;Orta Dogu Teknik University;Free;ANKARA;English;411;35028;475;4638;625836;223
Global Politics and International Relations;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;50% Discount;ANKARA;English;401;35162;401;35162;256237;279
Physics;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;473;35427;537;1497;578060;286
English Teaching;Education Faculty;Orta Dogu Teknik University;0% Discount;ANKARA;English;327;36002;434;7573;51642;450
Electrical Electronics Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;KKTC-Guzelyurt;English;471;36877;521;5374;501032;298
Mathematics;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;408;37136;525;239;0;0
Sociology;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;359;37351;398;9196;0;0
Mathematics Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;470;37702;485;26187;320738;260
English Teaching;Education Faculty;Orta Dogu Teknik University;0% Discount;ANKARA;English;321;39043;418;11306;326527;332
Mathematics Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;405;39135;426;24540;704469;215
Psychology;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;387;39609;439;5239;125544;401
Civil Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;433;40603;491;10011;37614;462
Mechanical Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;433;40654;444;33878;123868;403
Mathematics;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;466;40808;518;6341;556826;228
Mathematics;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;432;41755;526;1613;238741;342
Biology;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;401;42473;465;7018;1035272;239
Electrical Electronics Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;401;42641;418;29657;0;0
Civil Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;463;43551;504;13214;303254;324
Industrial Design;Architecture Faculty;Orta Dogu Teknik University;Free;ANKARA;Turkish;461;45109;506;11962;513097;291
Statistics;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;398;45169;434;19582;1074471;187
Industrial Design;Architecture Faculty;Orta Dogu Teknik University;Free;ANKARA;English;397;46134;449;12348;1269128;219
Elementary Mathematics Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;459;46938;468;38935;422321;246
Elementary Mathematics Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;423;47987;507;5145;135009;313
Food Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;422;48209;453;28412;244747;280
Elementary Mathematics Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;394;48671;468;6147;951296;253
Food Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;457;48778;483;27754;566292;231
Software Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;393;49459;412;33719;1226282;225
Aerospace Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;392;49776;445;14389;0;0
Physics;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;419;50184;519;2584;249655;284
Biology;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;455;50444;508;10927;452672;302
Philosophy;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;377;51159;456;2742;164001;382
Civil Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;391;51406;447;13329;672449;217
Chemistry;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;390;51676;425;25232;0;0
Mechanical Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;KKTC-Guzelyurt;English;452;52498;471;37094;405522;250
Biology;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;415;53305;453;28182;158625;383
Food Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;388;53379;434;19749;0;0
Statistics;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;451;53862;479;30554;467665;242
Environmental Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;447;57023;466;40549;497616;235
Environmental Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;409;57635;449;30640;198292;365
Chemistry;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;446;58087;477;31993;555441;288
Petroleum and Natural Gas Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;407;59201;449;30672;179499;375
Global Politics and International Relations;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;50% Discount;ANKARA;English;372;59211;372;59211;1396;526
Mechanical Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;382;59336;418;29639;1209850;226
Petroleum and Natural Gas Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;381;59970;412;33916;1100186;238
Environmental Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;380;60780;408;37341;1171029;234
Statistics;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;405;61020;440;36335;171897;380
English Teaching;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;KKTC-Guzelyurt;English;252;62305;449;5871;344956;336
English Teaching;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;245;62494;363;23174;754517;266
Business;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;369;62571;438;5514;122659;386
Petroleum and Natural Gas Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;439;63831;477;31744;475327;307
Chemistry;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;400;64844;470;18872;237936;354
Philosophy;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;339;65097;412;5308;1050230;236
English Teaching;METU North Cyprus Campus;Orta Dogu Teknik University;0% Discount;ANKARA;English;233;67043;314;39088;905376;250
Industrial Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;373;67742;392;49800;1193630;227
Mining Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;369;71143;413;33580;1079913;239
Mining Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;427;74443;513;8480;469605;243
Urban and Regional Planning;Architecture Faculty;Orta Dogu Teknik University;Free;ANKARA;English;387;75066;442;34851;222419;362
Geological Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;426;75333;480;29836;468974;244
Geological Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;365;75947;419;29189;1077398;236
Physics Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;361;79667;413;33203;698769;277
Physics Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;419;81873;452;53035;317086;323
Geological Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;378;83098;416;52520;172735;360
Business;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;0% Discount;ANKARA;English;328;83506;362;33111;687180;280
Urban and Regional Planning;Architecture Faculty;Orta Dogu Teknik University;Free;ANKARA;English;416;84271;460;45804;528138;295
Chemistry Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;415;85794;446;58508;320266;268
Mining Engineering;Engineering Faculty;Orta Dogu Teknik University;Free;ANKARA;English;373;87319;409;57659;173417;376
Chemistry Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;353;88815;389;52770;702582;217
Psychology;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;KKTC-Guzelyurt;English;369;90719;397;40763;288333;328
Urban and Regional Planning;Architecture Faculty;Orta Dogu Teknik University;Free;ANKARA;English;350;91334;387;54402;0;0
Computer and Instructional Technologies Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;350;91656;379;61945;830968;206
Computer and Instructional Technologies Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;407;92965;443;60863;374828;254
Science Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;404;96222;440;63638;377721;311
Chemistry Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;362;97999;415;53067;48030;439
Chemistry Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;345;98147;362;78485;909848;199
Physics Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;362;98176;387;75171;46466;438
Political Science and International Relations;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;349;98673;368;64382;126769;385
Psychology;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;321;98779;355;41337;653402;222
Computer and Instructional Technologies Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;360;100851;409;57694;97373;401
Science Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;341;102340;376;64504;838225;275
Business;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;KKTC-Guzelyurt;English;362;104203;455;5397;404533;318
Guidance and Psychological Counseling;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;346;104433;364;71263;126072;382
Chemistry Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;KKTC-Guzelyurt;English;395;105127;435;67261;405164;252
Science Teaching;Education Faculty;Orta Dogu Teknik University;Free;ANKARA;English;355;106406;398;66429;100945;411
Chemistry Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;352;109635;392;71396;123659;387
Political Science and International Relations;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;KKTC-Guzelyurt;English;360;110012;402;33274;407341;319
Guidance and Psychological Counseling;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;KKTC-Guzelyurt;English;359;110663;364;100861;406930;247
Economics;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;339;118881;370;61886;121744;319
Civil Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;339;124152;396;67827;122360;402
Economics;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;KKTC-Guzelyurt;English;352;127386;384;60263;403634;318
Business;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;307;132094;342;59312;907168;240
Philosophy;Arts and Sciences Faculty;Orta Dogu Teknik University;Free;ANKARA;English;332;135451;332;135451;871;531
Guidance and Psychological Counseling;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;304;140272;314;113708;914912;202
Computer Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;310;145475;384;56853;0;0
Civil Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;KKTC-Guzelyurt;English;356;150784;410;90331;404274;322
Computer Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;KKTC-Guzelyurt;English;351;157334;475;33439;498630;303
Petroleum and Natural Gas Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;303;158532;336;109021;913241;199
Political Science and International Relations;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;293;174280;330;80538;916516;198
Computer Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;306;175984;411;56751;146441;376
Computer Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;0% Discount;ANKARA;English;291;180270;368;72777;590572;286
Petroleum and Natural Gas Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;304;180905;335;129901;125310;402
Petroleum and Natural Gas Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;KKTC-Guzelyurt;English;336;181268;375;127006;406525;249
Petroleum and Natural Gas Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;287;188782;287;188782;913249;244
Civil Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;287;189640;308;148958;906201;242
Software Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;0% Discount;ANKARA;English;285;194524;309;147970;921766;253
Aerospace Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;KKTC-Guzelyurt;English;326;198230;469;38627;344368;256
Petroleum and Natural Gas Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;KKTC-Guzelyurt;English;322;205678;322;205678;406577;251
Economics;METU North Cyprus Campus;Orta Dogu Teknik University;100% Discount;ANKARA;English;283;209017;354;43355;903096;251
Software Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;278;210219;376;64356;757235;272
Business;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;0% Discount;ANKARA;English;321;215299;360;109101;309726;264
Global Politics and International Relations;Economics and Administrative Sciences Faculty;Orta Dogu Teknik University;0% Discount;ANKARA;English;316;230003;332;180049;287954;338
Electrical Electronics Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;KKTC-Guzelyurt;English;306;240833;470;37497;367702;317
Industrial Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;0% Discount;ANKARA;English;265;243118;331;114766;898627;200
Mechanical Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;259;260422;360;80508;788191;265
Astronautical Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;271;265047;391;71897;53397;360
Aerospace Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;0% Discount;ANKARA;English;257;267694;277;213320;902473;199
Mechanical Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;KKTC-Guzelyurt;English;292;275935;398;101982;335699;259
Electrical Electronics Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;ANKARA;English;252;284242;377;64187;885228;251
Civil Engineering;METU North Cyprus Campus;Orta Dogu Teknik University;50% Discount;KKTC-Guzelyurt;English;288;285869;311;229185;309630;327
